"","Time","RadioId","TagId","TagRSSI","NodeId","Validated"
"1290",2025-02-26 19:54:33,2,"1E78191E",-102,"3b42e6",1
"1291",2025-02-26 19:54:37,2,"2D4B5519",-105,"3b42e6",1
"1292",2025-02-26 19:54:38,2,"1E66192A",-105,"3b42e6",1
"1293",2025-02-26 19:54:38,2,"1E78191E",-108,"3b42e6",1
"1294",2025-02-26 19:54:43,2,"2D4B5519",-103,"3b42e6",1
"1295",2025-02-26 19:54:43,2,"1E66192A",-104,"3b42e6",1
"1296",2025-02-26 19:55:15,2,"2D4B5519",-87,"328f8e",1
"1297",2025-02-26 19:55:15,2,"1E66192A",-92,"328f8e",1
"1298",2025-02-26 19:55:11,2,"1E78191E",-94,"328f8e",1
"1299",2025-02-26 19:55:10,2,"1E66192A",-86,"328f8e",1
"1300",2025-02-26 19:55:06,2,"1E78191E",-93,"328f8e",1
"1301",2025-02-26 19:55:05,2,"1E66192A",-90,"328f8e",1
"1302",2025-02-26 19:55:04,2,"2D4B5519",-85,"328f8e",1
"1303",2025-02-26 19:55:01,2,"1E78191E",-93,"328f8e",1
"1304",2025-02-26 19:54:59,2,"1E66192A",-89,"328f8e",1
"1305",2025-02-26 19:54:59,2,"2D4B5519",-88,"328f8e",1
"1306",2025-02-26 19:54:55,2,"1E78191E",-84,"328f8e",1
"1307",2025-02-26 19:54:54,2,"1E66192A",-89,"328f8e",1
"1308",2025-02-26 19:54:54,2,"2D4B5519",-86,"328f8e",1
"1309",2025-02-26 19:54:50,2,"1E78191E",-85,"328f8e",1
"1310",2025-02-26 19:54:49,2,"1E66192A",-86,"328f8e",1
"1311",2025-02-26 19:54:49,2,"2D4B5519",-85,"328f8e",1
"1312",2025-02-26 19:42:09,2,"1E66192A",-107,"461e3a",1
"1313",2025-02-26 19:42:10,2,"2D4B5519",-102,"461e3a",1
"1314",2025-02-26 19:42:15,2,"2D4B5519",-107,"461e3a",1
"1315",2025-02-26 19:42:20,2,"2D4B5519",-109,"461e3a",1
"1316",2025-02-26 19:44:40,2,"1E78191E",-112,"461e3a",1
"1317",2025-02-26 19:45:01,2,"1E78191E",-108,"461e3a",1
"1318",2025-02-26 19:45:17,2,"1E78191E",-110,"461e3a",1
"1319",2025-02-26 19:45:22,2,"1E78191E",-108,"461e3a",1
"1320",2025-02-26 19:46:00,2,"1E78191E",-112,"461e3a",1
"1321",2025-02-26 19:46:05,2,"1E78191E",-110,"461e3a",1
"1322",2025-02-26 19:46:10,2,"1E78191E",-111,"461e3a",1
"1323",2025-02-26 19:46:26,2,"1E78191E",-109,"461e3a",1
"1324",2025-02-26 19:46:30,2,"2D4B5519",-109,"461e3a",1
"1325",2025-02-26 19:54:11,2,"2D4B5519",-94,"3b5aae",1
"1326",2025-02-26 19:54:12,2,"1E78191E",-87,"3b5aae",1
"1327",2025-02-26 19:54:12,2,"1E66192A",-89,"3b5aae",1
"1328",2025-02-26 19:54:17,2,"2D4B5519",-91,"3b5aae",1
"1329",2025-02-26 19:54:17,2,"1E78191E",-90,"3b5aae",1
"1330",2025-02-26 19:54:17,2,"1E66192A",-87,"3b5aae",1
"1331",2025-02-26 19:55:46,2,"1E66192A",-98,"328f8e",1
"1332",2025-02-26 19:54:22,2,"2D4B5519",-94,"3b5aae",1
"1333",2025-02-26 19:55:40,2,"1E66192A",-100,"328f8e",1
"1334",2025-02-26 19:54:22,2,"1E66192A",-88,"3b5aae",1
"1335",2025-02-26 19:55:35,2,"1E66192A",-91,"328f8e",1
"1336",2025-02-26 19:54:27,2,"2D4B5519",-95,"3b5aae",1
"1337",2025-02-26 19:55:31,2,"2D4B5519",-86,"328f8e",1
"1338",2025-02-26 19:55:30,2,"1E66192A",-92,"328f8e",1
"1339",2025-02-26 19:54:28,2,"1E78191E",-91,"3b5aae",1
"1340",2025-02-26 19:55:25,2,"2D4B5519",-88,"328f8e",1
"1341",2025-02-26 19:55:25,2,"1E66192A",-64,"328f8e",1
"1342",2025-02-26 19:55:22,2,"1E78191E",-91,"328f8e",1
"1343",2025-02-26 19:54:33,2,"1E78191E",-87,"3b5aae",1
"1344",2025-02-26 19:55:20,2,"1E66192A",-92,"328f8e",1
"1345",2025-02-26 19:54:37,2,"2D4B5519",-93,"3b5aae",1
"1346",2025-02-26 19:54:38,2,"1E66192A",-93,"3b5aae",1
"1347",2025-02-26 19:54:38,2,"1E78191E",-91,"3b5aae",1
"1348",2025-02-26 19:54:43,2,"2D4B5519",-91,"3b5aae",1
"1349",2025-02-26 19:54:43,2,"1E66192A",-95,"3b5aae",1
"1350",2025-02-26 19:54:44,2,"1E78191E",-90,"3b5aae",1
"1351",2025-02-26 19:54:48,2,"2D4B5519",-90,"3b5aae",1
"1352",2025-02-26 19:54:48,2,"1E66192A",-93,"3b5aae",1
"1353",2025-02-26 19:54:49,2,"1E78191E",-90,"3b5aae",1
"1354",2025-02-26 19:54:53,2,"2D4B5519",-90,"3b5aae",1
"1355",2025-02-26 19:54:53,2,"1E66192A",-91,"3b5aae",1
"1356",2025-02-26 19:54:54,2,"1E78191E",-90,"3b5aae",1
"1357",2025-02-26 19:54:58,2,"2D4B5519",-90,"3b5aae",1
"1358",2025-02-26 19:54:58,2,"1E66192A",-91,"3b5aae",1
"1359",2025-02-26 19:55:00,2,"1E78191E",-94,"3b5aae",1
"1360",2025-02-26 19:55:03,2,"2D4B5519",-100,"3b5aae",1
"1361",2025-02-26 19:55:04,2,"1E66192A",-91,"3b5aae",1
"1362",2025-02-26 19:55:05,2,"1E78191E",-96,"3b5aae",1
"1363",2025-02-26 19:55:09,2,"1E66192A",-93,"3b5aae",1
"1364",2025-02-26 19:55:10,2,"1E78191E",-99,"3b5aae",1
"1365",2025-02-26 19:55:14,2,"1E66192A",-95,"3b5aae",1
"1366",2025-02-26 19:55:14,2,"2D4B5519",-96,"3b5aae",1
"1367",2025-02-26 19:55:15,2,"1E78191E",-97,"3b5aae",1
"1368",2025-02-26 19:55:19,2,"1E66192A",-95,"3b5aae",1
"1369",2025-02-26 19:55:19,2,"2D4B5519",-94,"3b5aae",1
"1370",2025-02-26 19:55:21,2,"1E78191E",-98,"3b5aae",1
"1371",2025-02-26 19:55:24,2,"1E66192A",-97,"3b5aae",1
"1372",2025-02-26 19:55:24,2,"2D4B5519",-92,"3b5aae",1
"1373",2025-02-26 19:55:29,2,"1E66192A",-96,"3b5aae",1
"1374",2025-02-26 19:55:30,2,"2D4B5519",-93,"3b5aae",1
